Profile: allExchangesTenMins
Exchanges: Anxhk, Bit-x, Bitbay, Bitfinex, Bitkonan, Bitstamp, Btce, Campbx, Cex, Coinbase, Cointrader, Exmo, Gatecoin, Gemini, Hitbtc, Itbit, Kraken, Lakebtc, Okcoin, Rock, Vircurex, 

GMT, Bid Total Fiat, Ask Total BTC, Bid10, Ask10, Bid100, Ask100, Bid1000, Ask1000, Bid10000, Ask10000, Bid50000, Ask50000, Bid80000, Ask80000, Bid100000, Ask100000, BidRatio10, BidRatio100, BidRatio1000, BidRatio10000, BidRatio50000, BidRatio80000, BidRatio100000, 
2016-01-11 14:08:37, 34028476,65332, 449.44, 411.01, 448.06, 441.4, 446.83, 444.52, 442.89, 448.01, 435.99, 458.4, 394.68, False, 339.86, False, -0.008, -0.005, -0.002, 0.007, 0.022, 0.115, 0.238, 
2016-01-11 14:19:14, 33934658,65618, 451.03, 411.01, 448.42, 444.49, 446.52, 444.49, 442.81, 448.03, 435.89, 458.03, 394.41, False, 332.52, False, -0.013, -0.007, -0.002, 0.006, 0.021, 0.115, 0.253, 
2016-01-11 14:29:53, 34162524,64121, 451.29, 411.01, 448.35, 442.77, 446.57, 442.77, 442.79, 448.02, 435.81, 459.35, 395.71, False, 341.35, False, -0.013, -0.007, -0.003, 0.006, 0.022, 0.112, 0.234, 
2016-01-11 14:40:33, 34186803,65295, 450.79, 411.01, 448.41, 442.77, 446.58, 442.77, 442.77, 448.38, 435.85, 458.43, 394.66, False, 341.59, False, -0.012, -0.007, -0.003, 0.006, 0.021, 0.114, 0.233, 
2016-01-11 14:51:08, 32795127,63201, 451.42, 411.01, 447.98, 440.87, 446.17, 445.71, 442.73, 449.12, 434.39, 460.63, 385.08, False, 316.96, False, -0.014, -0.007, -0.002, 0.005, 0.024, 0.135, 0.288, 
2016-01-11 15:01:48, 33197098,64280, 448.77, 411.01, 447.22, 438.26, 445.71, 445.54, 442.56, 448.86, 434.56, 459.55, 388.54, False, 330.57, False, -0.009, -0.005, -0.002, 0.005, 0.023, 0.127, 0.257, 
2016-01-11 15:12:26, 33080370,64352, 448.65, 411.01, 447.08, 438.78, 445.7, 445.61, 442.56, 448.86, 434.4, 459.37, 388.05, False, 330.42, False, -0.009, -0.005, -0.002, 0.005, 0.023, 0.128, 0.257, 
2016-01-11 15:23:02, 33555622,63962, 448.5, 411.01, 446.76, 438.07, 445.42, 445.18, 442.46, 448.66, 434.97, 459.54, 391.53, False, 331.51, False, -0.008, -0.004, -0.001, 0.005, 0.022, 0.12, 0.255, 
2016-01-11 15:33:42, 33043498,67782, 448.96, 411.01, 446.99, 438.1, 445.55, 445.39, 442.6, 447.83, 434.34, 456.17, 385.11, False, 330.16, False, -0.009, -0.005, -0.002, 0.005, 0.024, 0.134, 0.258, 
2016-01-11 15:44:18, 31947148,69326, 449.04, 411.01, 447.26, 439.01, 446.21, 445.67, 442.79, 447.16, 433.02, 454.82, 375.35, False, 314.83, False, -0.008, -0.004, -0.002, 0.006, 0.028, 0.157, 0.293, 
2016-01-11 15:54:51, 32052438,69021, 449.13, 411.01, 447.38, 439.49, 446.29, 445.89, 442.79, 447.2, 433.2, 454.95, 375.61, False, 315.16, False, -0.008, -0.004, -0.002, 0.006, 0.028, 0.157, 0.293, 
