Profile: allExchangesTenMins
Exchanges: Anxhk, Bit-x, Bitbay, Bitfinex, Bitkonan, Bitstamp, Btce, Campbx, Cex, Coinbase, Cointrader, Exmo, Gatecoin, Gemini, Hitbtc, Itbit, Kraken, Lakebtc, Okcoin, Rock, Vircurex, 

GMT, Bid Total Fiat, Ask Total BTC, Bid10, Ask10, Bid100, Ask100, Bid1000, Ask1000, Bid10000, Ask10000, Bid50000, Ask50000, Bid80000, Ask80000, Bid100000, Ask100000, BidRatio10, BidRatio100, BidRatio1000, BidRatio10000, BidRatio50000, BidRatio80000, BidRatio100000, 
2016-01-20 06:22:48, 30986801,62103, 382.86, 372.84, 381.46, 376.45, 380.46, 380.02, 376.26, 384.18, 353.33, 414.46, 338.66, False, 298.82, False, -0.006, -0.003, 0.0, 0.011, 0.071, 0.11, 0.215, 
2016-01-20 06:33:10, 31055129,62325, 382.88, 372.82, 381.31, 376.21, 379.61, 379.65, 375.82, 383.99, 353.12, 413.94, 338.52, False, 298.64, False, -0.009, -0.004, 0.0, 0.01, 0.07, 0.108, 0.213, 
2016-01-20 06:43:31, 31444442,62172, 382.88, 373.35, 381.37, 376.06, 379.65, 379.75, 376.17, 383.98, 353.5, 414.54, 340.06, False, 299.21, False, -0.009, -0.005, 0.0, 0.009, 0.069, 0.104, 0.212, 
2016-01-20 06:53:54, 31487762,62226, 382.9, 370.01, 381.34, 376.11, 379.69, 379.83, 376.17, 384.06, 353.58, 414.24, 340.28, False, 299.31, False, -0.008, -0.004, 0.0, 0.009, 0.069, 0.104, 0.212, 
2016-01-20 07:04:23, 31392407,60894, 382.92, 369.95, 380.58, 376.12, 379.46, 379.53, 375.88, 384.13, 353.47, 417.03, 339.86, False, 299.04, False, -0.009, -0.003, 0.0, 0.009, 0.068, 0.104, 0.212, 
2016-01-20 07:14:45, 31506219,60787, 383.84, 370.87, 380.86, 376.25, 379.24, 379.33, 375.84, 383.84, 353.38, 417.13, 339.97, False, 299.04, False, -0.012, -0.004, 0.0, 0.009, 0.068, 0.104, 0.211, 
2016-01-20 07:25:26, 30905934,61940, 383.84, 371.3, 381.41, 376.24, 379.55, 379.51, 376.02, 383.59, 352.57, 414.29, 336.76, False, 297.16, False, -0.011, -0.005, 0.0, 0.009, 0.071, 0.113, 0.217, 
2016-01-20 07:35:43, 31847385,61104, 383.84, 369.13, 381.06, 376.41, 378.84, 379.03, 375.33, 383.53, 353.02, 416.13, 340.07, False, 308.73, False, -0.013, -0.006, 0.0, 0.009, 0.068, 0.102, 0.185, 
2016-01-20 07:45:59, 29217568,61426, 383.84, 369.37, 380.91, 376.39, 379.22, 379.06, 375.71, 383.4, 350.85, 415.5, 327.97, False, 289.21, False, -0.012, -0.004, 0.0, 0.009, 0.075, 0.135, 0.237, 
2016-01-20 07:56:19, 30583637,66614, 383.83, 372.89, 380.83, 376.23, 379.16, 377.45, 373.82, 380.41, 347.79, 404.56, 319.84, False, 294.55, False, -0.012, -0.004, 0.0, 0.014, 0.083, 0.156, 0.223, 
2016-01-20 08:06:35, 31032375,64708, 383.83, 369.87, 380.86, 375.65, 378.81, 377.36, 373.59, 381.52, 348.42, 407.81, 322.24, False, 295.26, False, -0.013, -0.005, 0.0, 0.014, 0.08, 0.149, 0.221, 
2016-01-20 08:17:16, 31141728,65654, 383.83, 369.58, 380.95, 376.04, 379.08, 377.28, 373.92, 381.52, 348.94, 406.33, 322.8, False, 297.01, False, -0.013, -0.005, 0.0, 0.014, 0.08, 0.148, 0.216, 
2016-01-20 08:28:14, 31242095,64522, 383.78, 370.3, 381.04, 376.5, 379.08, 376.83, 373.57, 381.73, 348.33, 408.58, 322.55, False, 297.2, False, -0.012, -0.005, 0.0, 0.015, 0.081, 0.149, 0.216, 
2016-01-20 08:38:52, 31176923,64332, 383.78, 372.93, 381.08, 375.15, 379.28, 378.07, 373.74, 381.83, 348.6, 408.52, 322.71, False, 297.28, False, -0.012, -0.005, 0.0, 0.015, 0.081, 0.149, 0.216, 
2016-01-20 08:49:26, 31151172,65042, 383.78, 368.95, 381.14, 375.31, 379.31, 376.67, 373.84, 381.11, 348.46, 406.99, 322.59, False, 297.32, False, -0.012, -0.005, 0.0, 0.014, 0.081, 0.15, 0.216, 
2016-01-20 09:00:05, 31196215,65153, 383.78, 374.19, 381.77, 374.83, 379.52, 376.61, 374.23, 381.21, 348.84, 407.15, 323.06, False, 297.66, False, -0.011, -0.006, 0.0, 0.014, 0.081, 0.149, 0.216, 
2016-01-20 09:10:25, 33906511,64585, 383.78, 374.21, 381.82, 375.48, 379.44, 376.54, 375.1, 381.09, 351.65, 408.08, 336.21, False, 314.52, False, -0.011, -0.006, 0.0, 0.011, 0.073, 0.114, 0.171, 
2016-01-20 09:20:45, 33856455,67060, 383.78, 368.61, 381.77, 375.81, 379.07, 375.82, 374.3, 381.05, 351.46, 403.86, 335.88, False, 314.19, False, -0.012, -0.007, 0.0, 0.013, 0.073, 0.114, 0.171, 
2016-01-20 09:31:00, An exchange was down. This profile is being skipped. Failed exchange = Bitbay, URL=https://bitbay.net/API/Public/BTCUSD/orderbook.json
2016-01-20 09:41:28, 33960202,65720, 383.78, 375.82, 381.73, 375.83, 379.48, 375.83, 374.97, 381.02, 351.67, 406.1, 336.15, False, 315.71, False, -0.011, -0.006, 0.0, 0.012, 0.073, 0.114, 0.168, 
2016-01-20 09:51:46, 33264373,65333, 383.78, 374.89, 381.74, 374.9, 379.14, 375.53, 374.49, 380.8, 350.95, 406.28, 326.22, False, 312.25, False, -0.012, -0.007, 0.0, 0.012, 0.074, 0.14, 0.176, 
2016-01-20 10:02:09, 32719931,64759, 383.78, 375.8, 381.8, 375.81, 379.26, 375.82, 374.06, 381.31, 350.33, 408.08, 325.17, False, 307.75, False, -0.012, -0.007, 0.0, 0.014, 0.076, 0.143, 0.189, 
2016-01-20 10:12:51, 32945824,65679, 383.78, 374.75, 381.44, 374.95, 378.33, 374.96, 373.84, 380.68, 350.04, 406.59, 325.11, False, 307.63, False, -0.014, -0.008, 0.0, 0.012, 0.075, 0.141, 0.187, 
2016-01-20 10:23:19, 32838808,65044, 380.13, 373.26, 379.03, 374.29, 377.89, 374.29, 373.71, 380.19, 350.59, 407.14, 325.28, False, 307.76, False, -0.006, -0.003, 0.0, 0.011, 0.072, 0.139, 0.186, 
2016-01-20 10:33:38, 33143161,65975, 380.7, 373.18, 380.24, 374.93, 379.01, 374.95, 374.55, 380.55, 351.14, 405.62, 325.9, False, 311.4, False, -0.004, -0.003, 0.0, 0.012, 0.074, 0.14, 0.178, 
2016-01-20 10:44:03, 32813872,65689, 380.71, 369.91, 380.25, 374.9, 378.45, 374.92, 374.27, 380.45, 350.78, 406.05, 325.55, False, 308.23, False, -0.006, -0.005, 0.0, 0.011, 0.073, 0.14, 0.186, 
2016-01-20 10:54:35, 33391486,66943, 380.72, 370.86, 380.23, 374.9, 378.58, 374.94, 374.32, 380.31, 351.59, 404.08, 336.38, False, 310.96, False, -0.006, -0.004, 0.0, 0.011, 0.071, 0.111, 0.179, 
2016-01-20 11:05:10, 33257326,67125, 380.72, 368.43, 380.24, 376.73, 378.73, 376.73, 374.36, 380.65, 351.49, 403.8, 335.62, False, 311.02, False, -0.005, -0.004, 0.0, 0.012, 0.072, 0.114, 0.179, 
2016-01-20 11:15:43, 33482277,66468, 381.11, 373.14, 380.39, 375.48, 379.46, 377.52, 374.68, 381.4, 351.81, 405.14, 336.86, False, 314.43, False, -0.004, -0.002, 0.0, 0.013, 0.073, 0.112, 0.171, 
2016-01-20 11:26:08, 32305318,65425, 382.08, 376.93, 381.32, 376.93, 380.09, 376.93, 376.03, 381.72, 353.15, 407.43, 341.6, False, 311.59, False, -0.005, -0.003, 0.0, 0.011, 0.071, 0.101, 0.18, 
2016-01-20 11:36:40, 32243516,65542, 382.32, 369.25, 381.43, 376.85, 380.37, 376.86, 376.2, 381.69, 353.23, 406.87, 341.28, False, 311.63, False, -0.005, -0.003, 0.0, 0.011, 0.071, 0.103, 0.181, 
2016-01-20 11:47:27, 31873755,66903, 382.55, 375.44, 382.15, 376.26, 381.09, 377.05, 376.58, 381.53, 353.24, 405.2, 340.4, False, 309.02, False, -0.004, -0.003, 0.0, 0.012, 0.073, 0.107, 0.189, 
2016-01-20 11:57:52, 32173138,65439, 382.32, 376.96, 381.4, 377.06, 380.39, 377.36, 375.3, 382.29, 352.98, 407.37, 341.22, False, 311.01, False, -0.005, -0.003, 0.0, 0.013, 0.072, 0.103, 0.182, 
2016-01-20 12:08:07, 32279628,65739, 382.3, 369.46, 381.72, 376.92, 380.77, 377.83, 376.16, 382.43, 353.42, 406.82, 341.39, False, 311.8, False, -0.004, -0.002, 0.0, 0.012, 0.072, 0.103, 0.181, 
2016-01-20 12:18:32, 33257928,69180, 382.43, 369.54, 382.03, 376.92, 381.16, 378.18, 377.25, 381.97, 354.37, 401.65, 345.04, False, 318.29, False, -0.003, -0.002, 0.0, 0.01, 0.07, 0.095, 0.165, 
2016-01-20 12:29:25, 32872231,69269, 382.51, 370.64, 381.91, 376.52, 380.87, 377.86, 377.04, 381.95, 354.22, 401.51, 343.66, False, 313.05, False, -0.004, -0.003, 0.0, 0.01, 0.07, 0.098, 0.178, 
2016-01-20 12:40:24, An exchange was down. This profile is being skipped. Failed exchange = (unable to determine failed exchange.)
2016-01-20 12:50:52, 34534533,66812, 389.63, 371.34, 389.31, 381.73, 387.87, 383.71, 383.08, 386.56, 355.81, 408.34, 343.1, False, 321.43, False, -0.005, -0.004, 0.0, 0.012, 0.083, 0.115, 0.171, 
2016-01-20 13:01:24, 34102737,67994, 396.59, 371.36, 396.46, 386.76, 395.84, 389.73, 389.69, 393.34, 357.75, 412.43, 342.83, False, 319.75, False, -0.002, -0.002, 0.0, 0.016, 0.096, 0.134, 0.192, 
2016-01-20 13:11:57, 33489813,69273, 400.0, 371.37, 400.0, 389.44, 399.37, 392.72, 392.99, 395.78, 360.96, 414.25, 350.55, False, 318.2, False, -0.002, -0.002, 0.0, 0.016, 0.096, 0.122, 0.203, 
2016-01-20 13:22:23, 32468342,68480, 396.23, 371.37, 396.23, 391.08, 395.11, 393.88, 391.19, 396.97, 359.29, 413.39, 346.37, False, 314.56, False, -0.003, -0.003, 0.0, 0.01, 0.091, 0.123, 0.204, 
2016-01-20 13:32:46, 32092430,65858, 398.05, 371.38, 397.46, 390.45, 396.6, 393.85, 392.26, 398.25, 359.42, 419.48, 345.13, False, 302.54, False, -0.004, -0.002, 0.0, 0.011, 0.094, 0.13, 0.237, 
2016-01-20 13:43:48, An exchange was down. This profile is being skipped. Failed exchange = (unable to determine failed exchange.)
2016-01-20 13:53:51, 32895730,64405, 404.46, 371.39, 403.85, 394.57, 402.73, 401.31, 400.18, 404.18, 364.03, 424.62, 351.74, False, 318.88, False, -0.004, -0.003, 0.0, 0.006, 0.096, 0.127, 0.208, 
2016-01-20 14:04:11, 30347153,66837, 405.18, 371.39, 404.79, 394.66, 403.69, 400.84, 400.61, 406.64, 364.01, 426.65, 343.5, False, 300.17, False, -0.004, -0.003, 0.0, 0.008, 0.098, 0.149, 0.256, 
2016-01-20 14:14:29, 30480585,65413, 403.74, 371.0, 402.54, 395.18, 401.63, 401.16, 398.98, 405.73, 362.93, 427.47, 343.22, False, 301.92, False, -0.005, -0.002, 0.0, 0.007, 0.096, 0.145, 0.248, 
2016-01-20 14:24:45, 30476047,67111, 404.2, 371.0, 404.02, 395.48, 402.8, 400.49, 398.08, 406.23, 362.95, 425.69, 343.28, False, 301.9, False, -0.003, -0.003, 0.0, 0.012, 0.099, 0.148, 0.25, 
2016-01-20 14:35:11, 29915991,64491, 403.18, 371.0, 402.62, 394.94, 401.9, 399.59, 397.34, 404.93, 362.45, 427.07, 340.71, False, 296.27, False, -0.003, -0.002, 0.0, 0.011, 0.098, 0.152, 0.263, 
2016-01-20 14:45:38, 31213284,68243, 409.51, 379.55, 409.21, 399.12, 407.54, 403.21, 402.52, 407.16, 365.6, 422.84, 348.5, False, 307.84, False, -0.005, -0.004, 0.0, 0.012, 0.103, 0.145, 0.245, 
2016-01-20 14:56:00, 30961342,71325, 407.63, 379.55, 406.66, 398.99, 405.53, 403.25, 401.33, 407.17, 364.73, 420.2, 346.9, False, 304.8, False, -0.005, -0.003, 0.0, 0.01, 0.101, 0.145, 0.248, 
2016-01-20 15:06:29, 30992884,59327, 411.66, 379.99, 411.12, 399.8, 409.94, 404.34, 405.13, 408.77, 366.5, 435.29, 348.76, False, 306.53, False, -0.004, -0.003, 0.0, 0.012, 0.106, 0.149, 0.252, 
2016-01-20 15:16:50, 30562610,64769, 419.01, 379.99, 417.83, 403.42, 416.14, 411.75, 411.31, 416.43, 369.73, 432.28, 347.84, False, 303.83, False, -0.007, -0.004, 0.0, 0.012, 0.112, 0.164, 0.27, 
2016-01-20 15:27:05, 31661886,72680, 416.3, 379.99, 416.25, 407.14, 415.23, 412.74, 410.75, 416.67, 370.94, 429.24, 354.25, False, 310.3, False, -0.003, -0.002, 0.0, 0.011, 0.107, 0.147, 0.253, 
2016-01-20 15:37:21, 32274907,69949, 413.65, 379.99, 413.64, 410.1, 412.72, 411.18, 409.12, 414.53, 369.83, 426.73, 355.77, False, 312.43, False, -0.002, -0.002, 0.0, 0.009, 0.104, 0.138, 0.243, 
2016-01-20 15:47:41, 31373543,70233, 414.03, 379.99, 413.43, 408.44, 412.48, 409.29, 408.26, 414.08, 369.4, 426.35, 352.02, False, 308.84, False, -0.004, -0.002, 0.0, 0.01, 0.104, 0.147, 0.251, 
2016-01-20 15:57:58, 31506888,73620, 413.57, 379.99, 413.51, 408.53, 412.41, 408.63, 408.4, 413.27, 369.73, 424.54, 352.87, False, 309.3, False, -0.003, -0.003, 0.0, 0.01, 0.103, 0.144, 0.25, 
2016-01-20 16:08:19, 32128554,75148, 412.94, 379.99, 411.76, 403.74, 410.66, 408.51, 406.73, 411.01, 369.26, 421.45, 354.52, False, 311.47, False, -0.006, -0.003, 0.0, 0.01, 0.101, 0.137, 0.242, 
2016-01-20 16:18:38, 31865682,74180, 413.39, 379.99, 412.56, 402.83, 411.46, 408.74, 408.57, 409.73, 369.45, 422.91, 353.92, False, 312.15, False, -0.005, -0.003, 0.0, 0.007, 0.102, 0.14, 0.241, 
2016-01-20 16:28:57, 32449833,74248, 412.02, 379.99, 409.87, 406.6, 408.3, 408.58, 404.45, 409.42, 367.7, 422.11, 355.08, False, 311.24, False, -0.009, -0.004, 0.0, 0.009, 0.099, 0.13, 0.238, 
2016-01-20 16:39:29, 31552349,67879, 411.79, 379.99, 410.05, 404.21, 408.82, 408.09, 404.21, 410.32, 366.6, 423.7, 350.0, False, 308.81, False, -0.007, -0.003, 0.0, 0.011, 0.103, 0.144, 0.245, 
2016-01-20 16:49:50, 32502581,69425, 413.57, 379.99, 412.75, 403.68, 411.09, 408.31, 406.45, 412.71, 368.63, 425.06, 355.78, False, 311.64, False, -0.006, -0.004, 0.0, 0.011, 0.103, 0.135, 0.242, 
2016-01-20 17:00:21, 31556658,69714, 414.0, 379.99, 413.88, 403.61, 411.86, 408.53, 407.69, 413.0, 368.87, 426.22, 352.49, False, 311.16, False, -0.005, -0.005, 0.0, 0.01, 0.104, 0.144, 0.245, 
2016-01-20 17:11:08, 31605103,72033, 414.05, 379.99, 412.22, 403.43, 410.67, 408.69, 405.55, 411.2, 368.47, 423.47, 352.79, False, 311.44, False, -0.008, -0.004, 0.0, 0.012, 0.103, 0.141, 0.242, 
2016-01-20 17:21:35, 31920130,70646, 412.22, 379.99, 410.7, 405.2, 409.48, 408.67, 405.08, 410.77, 368.65, 422.65, 353.63, False, 312.02, False, -0.007, -0.003, 0.0, 0.011, 0.1, 0.136, 0.238, 
2016-01-20 17:31:52, 25954817,70352, 412.29, 379.99, 410.43, 403.87, 409.26, 407.55, 405.14, 410.54, 381.2, 422.53, 308.34, False, 254.39, False, -0.007, -0.003, 0.0, 0.01, 0.069, 0.247, 0.378, 
2016-01-20 17:42:07, 32211882,70459, 412.62, 379.99, 411.0, 403.15, 409.5, 408.68, 405.97, 410.59, 368.86, 422.79, 355.63, False, 312.04, False, -0.008, -0.004, 0.0, 0.009, 0.099, 0.132, 0.238, 
2016-01-20 17:52:30, 25380699,70840, 411.62, 379.99, 409.79, 402.38, 408.37, 407.61, 404.41, 410.49, 379.88, 422.16, 306.89, False, 252.42, False, -0.008, -0.003, 0.0, 0.01, 0.07, 0.249, 0.382, 
2016-01-20 18:02:54, 32483829,70865, 410.0, 379.99, 408.75, 402.44, 407.33, 406.87, 404.16, 409.56, 368.83, 421.49, 356.33, False, 312.25, False, -0.007, -0.003, 0.0, 0.008, 0.095, 0.125, 0.233, 
2016-01-20 18:13:14, 32544538,70346, 411.75, 379.99, 409.37, 402.24, 408.15, 407.03, 404.5, 409.84, 369.22, 422.12, 356.86, False, 312.8, False, -0.009, -0.003, 0.0, 0.009, 0.095, 0.126, 0.234, 
2016-01-20 18:23:38, 31807405,70721, 410.92, 379.99, 410.21, 402.26, 407.82, 406.88, 403.98, 409.44, 368.26, 421.76, 353.22, False, 311.07, False, -0.008, -0.006, 0.0, 0.009, 0.097, 0.134, 0.237, 
2016-01-20 18:33:55, 32042415,70981, 410.65, 379.99, 409.98, 404.05, 407.79, 406.82, 403.91, 409.33, 368.62, 421.24, 354.82, False, 311.8, False, -0.007, -0.005, 0.0, 0.01, 0.096, 0.13, 0.235, 
2016-01-20 18:44:14, 32233622,71529, 411.9, 379.99, 409.26, 403.72, 407.53, 406.38, 403.51, 409.3, 368.78, 420.77, 355.75, False, 312.28, False, -0.011, -0.004, 0.0, 0.01, 0.095, 0.127, 0.234, 
2016-01-20 18:54:44, 32442887,69301, 410.32, 379.99, 408.94, 403.59, 407.53, 404.11, 403.31, 409.03, 368.8, 421.23, 356.37, False, 312.42, False, -0.007, -0.003, 0.0, 0.01, 0.095, 0.126, 0.233, 
2016-01-20 19:05:04, 32340687,68122, 409.89, 379.99, 409.28, 404.22, 408.39, 406.52, 404.35, 409.73, 369.02, 422.99, 356.2, False, 312.24, False, -0.004, -0.002, 0.0, 0.01, 0.096, 0.128, 0.235, 
2016-01-20 19:15:37, 25365000,68660, 410.82, 379.99, 410.19, 402.95, 408.47, 408.32, 404.73, 409.82, 380.67, 422.71, 307.35, False, 252.75, False, -0.006, -0.004, 0.0, 0.009, 0.068, 0.248, 0.381, 
2016-01-20 19:25:52, 25866253,71429, 411.0, 379.99, 410.52, 403.01, 408.71, 408.34, 404.95, 410.41, 380.52, 421.87, 307.6, False, 253.79, False, -0.006, -0.004, 0.0, 0.009, 0.069, 0.247, 0.379, 
2016-01-20 19:36:13, 31114879,65041, 412.01, 379.99, 410.98, 404.31, 409.87, 408.4, 406.46, 412.27, 368.07, 429.09, 348.89, False, 306.24, False, -0.005, -0.003, 0.0, 0.008, 0.102, 0.149, 0.253, 
2016-01-20 19:46:33, 27112239,66481, 412.2, 379.99, 411.47, 406.07, 410.36, 408.52, 406.66, 412.51, 385.22, 427.64, 325.85, False, 268.29, False, -0.004, -0.003, 0.0, 0.009, 0.061, 0.206, 0.346, 
2016-01-20 19:57:00, 26181301,67178, 413.05, 379.99, 412.4, 407.03, 410.26, 410.62, 406.33, 413.64, 382.07, 428.6, 308.55, False, 260.01, False, -0.007, -0.005, 0.0, 0.01, 0.069, 0.248, 0.366, 
2016-01-20 20:07:21, 26373788,65976, 412.45, 379.99, 411.59, 407.14, 410.08, 409.42, 406.39, 413.06, 384.08, 428.54, 310.19, False, 262.13, False, -0.006, -0.004, 0.0, 0.009, 0.063, 0.244, 0.361, 
2016-01-20 20:17:36, 26562648,69141, 411.92, 379.99, 410.79, 407.35, 409.37, 408.97, 405.42, 412.79, 384.04, 426.58, 310.11, False, 265.03, False, -0.006, -0.003, 0.0, 0.01, 0.062, 0.242, 0.353, 
2016-01-20 20:27:51, 26755450,68486, 411.04, 379.99, 410.92, 405.2, 409.02, 408.32, 404.71, 411.5, 383.73, 425.08, 309.8, False, 265.08, False, -0.005, -0.005, 0.0, 0.011, 0.062, 0.243, 0.352, 
2016-01-20 20:38:25, 26571810,67412, 410.94, 379.99, 410.61, 403.72, 408.47, 408.13, 404.25, 411.46, 382.95, 425.96, 309.1, False, 264.32, False, -0.006, -0.005, 0.0, 0.01, 0.062, 0.243, 0.353, 
2016-01-20 20:48:46, 25724459,67314, 411.62, 379.99, 411.36, 404.3, 409.41, 408.09, 404.59, 411.4, 380.2, 426.0, 307.06, False, 256.36, False, -0.005, -0.005, 0.0, 0.012, 0.071, 0.25, 0.374, 
2016-01-20 20:59:21, 26266991,65624, 412.12, 379.99, 411.66, 405.09, 409.91, 407.68, 405.08, 411.89, 381.65, 428.17, 308.5, False, 260.78, False, -0.005, -0.004, 0.0, 0.012, 0.069, 0.247, 0.364, 
2016-01-20 21:09:48, 31764754,66292, 412.12, 379.99, 411.32, 404.94, 409.29, 408.26, 405.09, 411.65, 368.44, 427.17, 353.31, False, 311.71, False, -0.007, -0.005, 0.0, 0.01, 0.1, 0.137, 0.238, 
2016-01-20 21:20:09, 32249603,67008, 411.84, 379.99, 411.29, 405.05, 409.36, 408.15, 405.36, 411.49, 368.79, 426.25, 356.04, False, 312.56, False, -0.006, -0.005, 0.0, 0.01, 0.099, 0.13, 0.236, 
2016-01-20 21:30:28, 31998277,64820, 412.4, 379.99, 411.88, 404.97, 409.61, 408.01, 405.39, 411.6, 368.5, 428.35, 354.84, False, 312.01, False, -0.007, -0.006, 0.0, 0.01, 0.1, 0.134, 0.238, 
2016-01-20 21:40:45, 32637627,66812, 410.53, 379.99, 410.41, 403.75, 408.43, 407.83, 403.7, 410.46, 368.72, 426.08, 357.62, False, 312.99, False, -0.005, -0.005, 0.0, 0.012, 0.097, 0.124, 0.234, 
2016-01-20 21:51:01, 32390419,67306, 410.74, 379.99, 410.7, 402.35, 408.27, 406.97, 403.59, 410.26, 368.46, 425.47, 356.4, False, 312.63, False, -0.006, -0.006, 0.0, 0.011, 0.098, 0.127, 0.234, 
2016-01-20 22:01:19, 32647565,65668, 410.87, 380.09, 410.58, 402.51, 408.31, 407.39, 403.62, 410.31, 368.86, 426.83, 357.64, False, 313.16, False, -0.006, -0.006, 0.0, 0.011, 0.097, 0.124, 0.233, 
2016-01-20 22:11:50, 32642955,66345, 411.07, 380.09, 410.68, 402.99, 408.6, 407.63, 404.0, 410.66, 368.83, 426.09, 357.72, False, 313.13, False, -0.006, -0.005, 0.0, 0.011, 0.097, 0.125, 0.234, 
2016-01-20 22:22:06, 25520802,65841, 411.08, 380.09, 410.93, 404.72, 408.42, 407.12, 403.61, 410.56, 380.46, 426.66, 307.51, False, 251.3, False, -0.007, -0.006, 0.0, 0.012, 0.068, 0.247, 0.385, 
2016-01-20 22:32:27, 32450770,66480, 410.92, 380.09, 410.82, 401.81, 407.94, 406.38, 403.56, 410.23, 368.49, 425.43, 356.24, False, 312.45, False, -0.007, -0.007, 0.0, 0.011, 0.097, 0.127, 0.234, 
2016-01-20 22:43:01, An exchange was down. This profile is being skipped. Failed exchange = (unable to determine failed exchange.)
2016-01-20 22:53:20, 26587091,68095, 415.06, 380.09, 415.03, 406.95, 413.53, 409.47, 408.65, 414.51, 385.18, 428.59, 311.22, False, 263.18, False, -0.004, -0.004, 0.0, 0.012, 0.069, 0.247, 0.364, 
2016-01-20 23:03:42, An exchange was down. This profile is being skipped. Failed exchange = (unable to determine failed exchange.)
2016-01-20 23:14:00, 26118932,68871, 423.82, 381.91, 423.62, 414.65, 422.25, 419.11, 417.11, 423.15, 388.24, 434.87, 312.43, False, 260.75, False, -0.004, -0.003, 0.0, 0.012, 0.081, 0.26, 0.382, 
2016-01-20 23:24:17, 26370819,62031, 427.43, 411.98, 426.17, 419.16, 423.63, 422.96, 417.87, 425.85, 389.68, 441.65, 313.55, False, 261.93, False, -0.009, -0.006, 0.0, 0.014, 0.08, 0.26, 0.382, 
2016-01-20 23:34:36, 26225866,66893, 422.04, 415.44, 421.23, 416.14, 416.88, 418.68, 413.31, 421.2, 387.7, 435.31, 312.35, False, 260.86, False, -0.012, -0.01, 0.0, 0.009, 0.07, 0.251, 0.374, 
2016-01-20 23:44:51, 27646640,66610, 421.11, 413.4, 420.79, 415.52, 418.14, 418.23, 413.96, 421.32, 391.86, 435.76, 331.73, False, 270.52, False, -0.007, -0.006, 0.0, 0.01, 0.063, 0.207, 0.353, 
2016-01-20 23:55:14, 28616406,66630, 421.95, 413.27, 421.32, 416.25, 419.68, 420.6, 416.16, 423.56, 394.02, 436.9, 340.19, False, 283.94, False, -0.005, -0.004, 0.0, 0.008, 0.061, 0.189, 0.323, 
2016-01-21 00:05:30, 27463736,67071, 420.38, 416.02, 419.74, 416.53, 417.75, 418.32, 414.0, 421.35, 391.48, 435.39, 330.21, False, 269.89, False, -0.006, -0.005, 0.0, 0.009, 0.063, 0.21, 0.354, 
2016-01-21 00:15:47, 28240316,64109, 420.73, 415.63, 419.61, 416.91, 417.7, 417.96, 413.91, 420.72, 392.11, 437.0, 332.75, False, 271.64, False, -0.007, -0.005, 0.0, 0.009, 0.061, 0.203, 0.35, 
2016-01-21 00:26:05, 28335108,64429, 422.31, 404.16, 421.95, 416.4, 418.25, 418.26, 414.01, 420.72, 392.36, 436.7, 332.71, False, 282.73, False, -0.01, -0.009, 0.0, 0.01, 0.062, 0.205, 0.324, 
2016-01-21 00:36:31, 28417605,64348, 420.29, 402.62, 419.95, 416.24, 418.39, 418.31, 414.15, 420.84, 392.61, 437.05, 338.34, False, 283.04, False, -0.005, -0.004, 0.0, 0.01, 0.062, 0.191, 0.324, 
2016-01-21 00:46:59, 28105304,64520, 419.49, 402.54, 418.26, 416.79, 417.2, 418.28, 413.56, 420.69, 391.21, 436.59, 332.1, False, 271.05, False, -0.005, -0.003, 0.0, 0.009, 0.062, 0.204, 0.35, 
2016-01-21 00:57:26, 28002296,64163, 418.64, 402.91, 418.12, 416.29, 417.13, 418.2, 413.32, 420.68, 391.21, 436.79, 332.13, False, 270.79, False, -0.004, -0.002, 0.0, 0.009, 0.062, 0.204, 0.351, 
2016-01-21 01:07:54, 28722481,65350, 418.83, 413.17, 418.15, 416.67, 417.19, 418.81, 413.64, 421.24, 393.2, 436.93, 340.65, False, 283.87, False, -0.004, -0.002, 0.0, 0.009, 0.058, 0.183, 0.32, 
2016-01-21 01:18:19, 29435787,65696, 422.5, 414.81, 421.69, 418.54, 419.77, 421.54, 416.77, 423.94, 397.7, 438.24, 347.06, False, 292.65, False, -0.007, -0.005, 0.0, 0.007, 0.053, 0.173, 0.303, 
2016-01-21 01:28:36, 28883561,62052, 424.0, 411.19, 423.96, 419.63, 422.14, 422.84, 417.37, 424.97, 396.36, 441.67, 342.55, False, 285.4, False, -0.004, -0.004, 0.0, 0.011, 0.061, 0.189, 0.324, 
2016-01-21 01:38:54, 28619043,66028, 422.53, 410.91, 422.37, 418.58, 420.14, 421.86, 416.64, 424.4, 394.57, 438.44, 340.4, False, 284.48, False, -0.006, -0.005, 0.0, 0.008, 0.061, 0.19, 0.323, 
2016-01-21 01:49:12, 28284561,66529, 422.78, 411.19, 422.33, 418.6, 419.9, 421.7, 415.56, 424.26, 394.49, 437.52, 334.3, False, 272.84, False, -0.007, -0.006, 0.0, 0.01, 0.061, 0.204, 0.35, 
2016-01-21 01:59:30, 28499794,66184, 422.78, 411.19, 421.98, 418.51, 420.42, 421.48, 415.86, 424.2, 395.36, 437.92, 335.08, False, 284.49, False, -0.006, -0.004, 0.0, 0.011, 0.06, 0.203, 0.323, 
2016-01-21 02:09:49, 28268742,65997, 422.78, 405.25, 421.09, 417.14, 418.67, 419.88, 414.83, 422.2, 393.79, 437.52, 333.93, False, 272.56, False, -0.01, -0.006, 0.0, 0.009, 0.059, 0.202, 0.349, 
